	BIGG	RHEA	EC-number
0	IDHPOXOX3	23336	1.11.1.8
0	ILEt4	29275	
0	INSKm	21140	2.7.1.73
0	ITCOAL1m	22120	6.2.1.4
0	KHK	18145	2.7.1.3
0	KYNAKGAT	65560	2.6.1.7
0	LACZe	10076	3.2.1.108
0	LACZly	10076	3.2.1.108
0	LCADi_D	22276	1.2.1.23
0	LCYSTCBOXL	25221	4.1.1.15
0	LDH_Lm	23444	1.1.1.27
0	LEUt4	29263	
0	LNLCt	45264	
0	LTA4H	22324	3.3.2.6
0	LTD4DP		3.4.14.6
0	LTDCL	30339	4.1.1.28
0	LYSMTF3n	21556	2.1.1.60
0	MALTly		3.2.1.20
0	MAOLNOR	26414	1.4.3.4
0	MAOX	16153	1.4.3.21
0	MCCCrm	13589	6.4.1.4
0	MCDm	18781	4.1.1.9
0	MCDp	18781	4.1.1.9
0	MEOHtr	34871	
0	MEVK1x	17065	2.7.1.36
0	MI134P4P	17193	3.1.3.66
0	MI134PK	13253	2.7.1.159
0	MI13PP	12316	3.1.3.64
0	MI14PP	15553	3.1.3.57
0	MI34PP	17193	3.1.3.66
0	MLTG1ly		3.2.1.20
0	MMCDm	21396	4.1.1.41
0	MMCDp	21396	4.1.1.41
0	MMEm	20553	5.1.99.1
0	MMSAD1m	20804	1.2.1.27
0	MMSAD3m	22992	1.2.1
0	MTHFD2m	22892	1.5.1.15
0	N3Tg	15621	2.4.1.122
0	NABTNOm	31231	1.2.1.3
0	NACASPAH	15565	3.5.1.14
0	NADNe	16301	3.2.2.5
0	NADPNe	16301	3.2.2.6
0	NAt	34963	
0	NDP10ex	35207	3.6.1.5
0	NDP3ex	22156	3.6.1.42
0	NDP8ex	15017	3.1.3.2
0	NDPK10n	30939	2.7.4.6
0	NDPK1n	27686	2.7.4.6
0	NDPK2m	25098	2.7.4.6
0	NDPK2n	25098	2.7.4.6
0	NDPK3n	25237	2.7.4.6
0	NDPK4m	27682	2.7.4.6
0	NDPK5m	27690	2.7.4.6
0	NDPK5n	27690	2.7.4.6
0	NDPK6n	28582	2.7.4.6
0	NDPK7m	27678	2.7.4.6
0	NDPK8m	27674	2.7.4.6
0	NDPK9m	30347	2.7.4.6
0	NDPK9n	30347	2.7.4.6
0	NMNtn	28482	
0	NMPTRCOX	16153	1.4.3.21
0	NNATn	22860	2.7.7.1
0	NORANMT	12176	2.1.1.28
0	NTD1m	29355	3.1.3.5
0	NTD2l	29359	3.1.3.5
0	NTD4e	29367	3.1.3.5
0	NTD4l	29367	3.1.3.5
0	NTD5m	11080	3.1.3.35
0	NTD6l	29371	3.1.3.5
0	NTD7l	29375	3.1.3.5
0	NTD8l	29379	3.1.3.5
0	NTD9e	27714	3.1.3.5
0	NTD9l	27714	3.1.3.5
0	NTP3e	19669	3.6.1.15
0	OCBTm	19513	2.1.3.3
0	OCOAT1m	25480	2.8.3.5
0	OCTAt	29759	
0	OIVD1m	25177	1.2.1
0	ORNTArm	25160	2.6.1.13
0	P45011B12m	15629	1.14.15.4
0	P45017A1r		1.14.99.9
0	P45017A2r		1.14.99.9
0	P45017A3r		1.14.99.9
0	P45017A4r		1.14.99.9
0	P45021A1r		1.14.13
0	P45027A11m		1.14.13.15
0	P45027A14m		1.14.13.15
0	P45027A16m		1.14.13.15
0	P45039A1r		1.14.13.99
0	P4503A43r	17149	1.14.14.1
0	P45046A1r		1.14.13.98
0	P4507B11r		1.14.13.100
0	P4508B11r		1.14.13.95
0	P450SCC1m	35739	1.14.15.6
0	P5CRxm	14105	1.5.1.2
0	PAFHe	17777	1.5.1.2
0	PCLYSOX	16569	1.14.11.4
0	PDE1g	25277	3.1.4.17
0	PDE4g	16957	3.1.4.17
0	PEPCKm	10388	4.1.1.32
0	PGDI	10600	5.3.99.2
0	PHETA1m	25152	2.6.1.1
0	PIter	32823	
0	PItg	32823	
0	PItn	32823	
0	PItx	32823	
0	PMEVKx	16341	2.7.4.2
0	PNTEH	13445	3.5.1.92
0	PPAer	24576	3.6.1.1
0	PPAn	24576	3.6.1.1
0	PPCOAOm	31287	1.3.8.7
0	PRDXl	30691	1.11.1.21
0	PROAKGOX1r	51508	1.14.11
0	PRPNCOAHYDm	26518	4.2.1.116
0	PRPNCOAHYDx	26518	4.2.1.116
0	PTHPSn	22048	4.2.3.12
0	PTRCAT1	25181	2.3.1.57
0	PTRCOX1	18273	1.4.3.10
0	PYDXDH	23724	1.2.3.8
0	RAI1	24124	5.2.1.3
0	RDH1	21284	1.1.1.1
0	RDH1a	25033	1.1.1.-
0	RDH2	42060	1.1.1.315
0	RDH3	42060	1.1.1.315
0	Rtotaltl	38879	
0	Rtotaltp	38879	
0	SACCD3m	19373	1.5.1.8
0	SARCOXp	13313	1.5.3.1
0	SCPx	10408	2.3.1.176
0	SELCYSTGL	31151	4.4.1.1
0	SERHL	40663	4.3.1.17
0	SLDx	28194	1.1.1.310
0	SPODMe	20696	1.15.1.1
0	SPODMn	20696	1.15.1.1
0	SPODMx	20696	1.15.1.1
0	SPR	24738	1.1.1.153
0	SPTix	22852	2.6.1.51
0	SR5AR2r	21952	1.3.1.22
0	SR5ARr	11524	1.3.1.3
0	SRTNACT	20497	2.3.1.87
0	SRTNMTX	23136	2.1.1.49
0	SSALxm	13217	1.2.1.16
0	SUCOAS1m	22120	6.2.1.4
0	SULFOX	14281	1.8.2.1
0	T2M26DCOAHLm	16105	4.2.1.17
0	TCHOLAt3	50052	
0	TDPm	27998	3.6.1
0	THYPX	23336	1.11.1.8
0	TRIODTHYSULT	12164	2.8.2.1
0	TRIOK	13941	2.7.1.28
0	TRYPTAOX	16153	1.4.3.21
0	TTDCPT1	44832	
0	TTDCPT2	44832	
0	TXASr	17137	5.3.99.5
0	TYRCBOX	14345	4.1.1.25
0	TYRDOPO	18117	1.14.18.1
0	UDPGNP	26073	2.4.1.17
0	UMPKm	24400	2.7.4.14
0	URAt	27318	
0	UREAtm	32799	
0	URIDK2m	30655	2.7.4.13
0	VALt5m	29703	
0	VALtec	29703	
0	VITD3Hm		1.14.13.159
0	VLCSp	22976	6.2.1.7
0	XAO2x	21132	1.17.3.2
0	R03184_PLUS_R00647	32363	1.1.3.8
0	R01465m	13161	1.1.1.103
0	thr_mt	35019	
0	2PGK	42408	2.7.2.-
0	ATRZCH	11312	3.8.1.8
0	CA2abc	18105#2	3.6.3
0	CAt6	29255	
0	CDPGS	42412	4.6.1.-
0	CF3Sa		2.7.7.M12
0	CF3Sg		2.7.7.M12
0	GK_adp	11460	2.7.1.147
0	H4MPTGL_atp	30567	6.3.2.33
0	LPFPLT	27510	2.7.8.28
0	MCMMT	45208	2.1.1.246
0	MDHi2	21432	1.1.1.299
0	MDHy	10824	1.1.1.299
0	MMAMT	18773	2.1.1.247
0	NIt5	29831	
0	NTP2	51908	
0	NTP8	23680	3.6.1.15
0	NTP9	19013	3.6.1.39
0	PFK_adp	20105	2.7.1.146
0	RBPI	32243	5.3.1.29
0	SLDxi2	28194	1.1.1.310
0	SO4t2	28574	
0	SPDC	20948	4.1.1.79
0	AHEXASE3		3.2.1.52
0	ASPTA6	19953	2.6.1.12
0	BGLA		3.2.1.21
0	GALM2	28675	5.1.3.3
0	GDH1	15133	1.4.1.2
0	GLUFT	23240	2.1.2.5
0	MCLORi	23444	1.1.1.27
0	MNLDH2	12084	1.1.1.11
0	MNLDHr	15029	1.1.1.255
0	NOX	11264	1.6.3.1
0	ALCD4y		1.1.1
0	ASPO2y	42444	1.4.1.21
0	BTCOARx	22968	1.2.1.10
0	HAMR	20581	1.7.1.10
0	MDDCP1ex		3.4.16.4
0	MDDCP4ex		3.4.16.4
0	MDDCP5ex		3.4.16.4
0	UDCPDPex	17069	
0	DM_na1_h	34963	
0	DM_na1_m	34963	
0	FA160h	45256	
0	FA18111Zh	33655	
0	FE2th	28486	
0	FE3abch	12332#2	3.6.3.30
0	GALth	29019	
0	GLU4ABUTthi	28919	
0	H2Oth	29667	
0	HISth	37047	
0	LNLCth	45264	
0	MG2th	29827	
0	NO2th	28983	
0	PHEth	27950	
0	RIBFLVth	35015	
0	SERNA1th	29575	
0	SERth	28887	
0	SUCFUMthr	29323	
0	THRth	28883	
0	TRPth	28879	
0	UMPth	27926	
0	FE3t	34971	
0	FEROt	11148	1.16.3.1
0	GLYCLTt	29447	
0	NO3t	34923	
0	ACts	27814	
0	H2Ots	29667	
0	HDCAts	45256	
0	Hts	34979	
0	ALAtx	29443	
0	ACACtm	29751	
0	GLU4ABUTtmi	28919	
0	GLUNA1tm	29031	
0	NA1ATPasem	14633#1	3.6.3.15
0	NA1tm	34963	
0	ORNtm	34991	
0	PIcm	32823	
0	PNTORtm	34975	
0	PRONA1tm	28967	
0	PROtm_1	28963	
0	SERNA1tm	29575	
0	SPMDtmr	28735	
0	ALATL	12540	6.1.1.7
0	ASPOm	19025	1.4.3.16
0	ASPATh	21824	2.6.1.1
0	G6PDA_1	12172	3.5.99.6
0	UA4E	11320	5.1.3.5
0	ARGDI	19597	3.5.3.6
0	NOS	19897	1.14.13.39
0	NOS2_1	19897	1.14.13.39
0	OCTh	19513	2.1.3.3
0	OCTm	19513	2.1.3.3
0	ASCBOR	13605	1.10.3.3
0	GTHDHu	24424	1.8.5.1
0	PBAL	10912	6.3.2.1
0	BUPN	11184	3.5.1.6
0	DHPD	16121	3.5.2.2
0	CADMO		1.14.13.13
0	CAS	21308	5.4.99.8
0	CMS	13429	2.7.7.60
0	CYARTMT	13137	2.1.1.142
0	DSMSTOLR	13685	1.3.1.72
0	GGPS_1	17653	2.5.1.29
0	IDIh	23284	5.3.3.2
0	IDS2		1.17.1.2
0	MCS	23864	4.6.1.12
0	SMO		1.14.13.132
0	TCYD	37987	5.5.1.24
0	TMTG	24012	2.1.1.95
0	ZYMSTR	36399	1.3.1.72
0	3OACOAR	48680	1.1.1.330
0	3OACOAS	35315	2.3.1.199
0	ECOAR	35351	1.3.1
0	FACOAE1836Z9Z12Z	16645	3.1.2.2
0	APLh	24805	2.2.1.6
0	APLm	24805	2.2.1.6
0	BNORh	22968	1.2.1.10
0	BTS	33199	1.1.1
0	BTS_nadph		1.1.1
0	HBCHLR	17849	4.2.1.55
0	HBCO_nadp	16197	1.1.1.157
0	HBCO_nadp_m	16197	1.1.1.157
0	FBA3hi	30167	4.1.2
0	PPDKh	10756	2.7.9.1
0	RBPCh	23124	4.1.1.39
0	ANXANOR		1.14.13.90
0	LCYA	32219	5.5.1.19
0	ACSERSULLm	30891	2.5.1.47
0	SHSL2h	27826	2.5.1.-
0	SHSL4h	20397	2.5.1.48
0	AATC	21824	2.6.1.1
0	CYSS_trdrd	14829	2.5.1.47
0	SAT	24560	2.3.1.30
0	SATm	24560	2.3.1.30
0	CITALALDOR	16829	1.2.3.1
0	LIDOMO		1.14.13.-
0	MEGLYXYLAMH	21164	3.1.1.1
0	5FLURAOR	18093	1.3.1.2
0	5FLURAPRT	10380	2.4.2.10
0	CYTP450R	24040	1.6.2.4
0	TGUAPRT	17973	2.4.2.8
0	3HAD120_1		2.3.1.-
0	3HAD180_1		2.3.1.-
0	3HAD181_1		4.2.1.61
0	3HAD60_1		2.3.1.-
0	3OAR100_1	17397	1.1.1.100
0	3OAR120_1	17397	1.1.1.100
0	3OAR181_1	17397	1.1.1.100
0	3OAR60_1	17397	1.1.1.100
0	3OAS120_1	22896	2.3.1.86
0	3OAS160_1	22896	2.3.1.86
0	3OAS181_1	55040	2.3.1.179
0	ACOATA_1		2.3.1.-
0	BTNC	13501	6.3.4.14
0	EAR120y_1	22896	2.3.1.86
0	EAR140y_1	22896	2.3.1.86
0	EAR160y_1	22564	1.3.1.10
0	EAR180x_1	10240	1.3.1.9
0	EAR181x_1	10240	1.3.1.9
0	EAR181y_1	22564	1.3.1.10
0	EAR40y_1	22896	2.3.1.86
0	EAR60y_1	22896	2.3.1.86
0	EAR80y_1	22896	2.3.1.86
0	FA100ACPHi_1	30119	3.1.2.21
0	FA140ACPHi_1	15057	3.1.2.14
0	FA181ACPHi	15057	3.1.2.14
0	KAS14_1		2.3.1.-
0	ACACT3m	21036	2.3.1.9
0	ACACT4m	31087	2.3.1.16
0	ACACT5m	21036	2.3.1.9
0	ACACT6m	31091	2.3.1.16
0	ACOAR3m	44952	1.3.1.38
0	ACOAR5m	44964	1.3.1.38
0	ECOAH2m	30547	4.2.1.17
0	ECOAH7m	31163	4.2.1.17
0	HACD4m	31187	1.1.1.211
0	HACD5m	31179	1.1.1.211
0	HACD7m	31159	1.1.1.211
0	AACPS1_1	45588	6.2.1.20
0	AACPS3_1	45588	6.2.1.20
0	AACPS6_1	45588	6.2.1.20
0	ACACT2	31111	2.3.1.16
0	ACOA100OR		1.3.99.3
0	ACOA120OR	31039	1.3.3.6
0	ACOA140OR	28358	1.3.3.6
0	ACOA40OR	24004	1.3.3.6
0	CYTP450Rh	24040	1.6.2.4
0	ECOAH3_1	31199	4.2.1.17
0	HACD2_1	31143	1.1.1.211
0	10FTHFGLULL	10580	6.3.2.17
0	10FTHFGLULLm	10580	6.3.2.17
0	AKP1_1	15017	3.1.3.1
0	GTPCI_2	17473	3.5.4.16
0	AM6PTh	11028	2.7.1.1
0	FPGPL	30851	4.1.2.13
0	PFK26_1	15653	2.7.1.105
0	SBTRh	15937	1.1.1.2
0	GGGH	21112	3.2.1.22
0	GRGT	20776	2.4.1.67
0	IAGT	12464	2.4.1.123
0	MLGH	21112	3.2.1.22
0	OAGMIG	21112	3.2.1.22
0	RGH		3.2.1
0	SGHA	33795	3.2.1.20
0	GAM	15889	1.4.1.13
0	GDR	11740	1.8.1.7
0	GDRm	11740	1.8.1.7
0	PRDPARh	14905	2.4.2.14
0	GDHm	15133	1.4.1.2
0	GTHS_1	13557	6.3.2.3
0	GALh	16169	6.3.1.2
0	GALm	16169	6.3.1.2
0	GLUS	13753	1.4.1.14
0	GDH	15133	1.4.1.2
0	GDH_nadp	11612	1.4.1.13
0	GTHAMPOR	14141	1.8.4.9
0	GTHAMPORh	14141	1.8.4.9
0	GTHAMPORm	14141	1.8.4.9
0	GTHPDSOR	21064	1.8.4.2
0	DAGK160h	10272	2.7.1.107
0	G3PD1	11092	1.1.1.8
0	G3PD2_1	11096	1.1.1.94
0	AMO	28186	1.4.3.21
0	GLYATx	20736	2.3.1.29
0	GLYDHD	24304	1.4.4.2
0	GLYPT	23516	2.7.1.31
0	GLYTA_1	14089	2.6.1.4
0	GLYTLm	16013	6.1.1.14
0	HSK_1	13985	2.7.1.39
0	PGLYCPh	14369	3.1.3.18
0	PSP	21208	3.1.3.3
0	THRA_1	19625	4.1.2.48
0	THRS_1	10840	4.2.3.1
0	ASPK_1	23776	2.7.2.4
0	ACPh	14965	3.6.1.7
0	ENOm	10164	4.2.1.11
0	FBAf	14729	4.1.2.13
0	FBAm	14729	4.1.2.13
0	G6PIh	16249	5.1.3.15
0	GAPDHf	10300	1.2.1.12
0	GAPDHm	10300	1.2.1.12
0	GLUKA	36495	2.7.1.1
0	GLUKAh	36495	2.7.1.1
0	PGIA	11816	5.3.1.9
0	PGIBh	11816	5.3.1.9
0	PGMTh	23536	5.4.2.2
0	PDHam1hi	19189	1.2.4.1
0	PDHam1mi	19189	1.2.4.1
0	PDHe3hr	33059	1.8.1
0	PGKm	14801	2.7.2.3
0	PYKm	18157	2.7.1.40
0	PDCh	11628	4.1.1.1
0	MTHFCx	23700	1.5.1.15
0	OXADCm	16509	4.1.1.2
0	PGLYCPx	14369	3.1.3.18
0	RBCh_1	36631	1.13.11
0	HDC	20840	4.1.1.22
0	HPh	14465	3.1.3.15
0	PRACHh	20049	3.5.4.19
0	PRICIh	15469	5.3.1.16
0	MI3PSB	10716	5.5.1.4
0	13HODEOR		1.1.1.-
0	ACDO	24504	1.13.11.54
0	ACPCS	21744	4.4.1.14
0	ADSHm	21708	3.3.1.1
0	AHAL	10048	2.5.1.49
0	AHHST	27822	2.5.1.49
0	DMT	13681	2.1.1.37
0	MS	21196	2.1.1.14
0	APAPTm	12721	2.5.1.16
0	DOLDPP	14385	3.6.1.43
0	DNGALh	24384	6.3.5.1
0	NPH	11800	3.6.1.22
0	AMID_1	45048	3.5.1.4
0	FORA	21948	3.5.1.49
0	GLUS_nadph	15501	1.4.1.13
0	NITR	17913	1.7.1.1
0	NO2R	18041	1.7.7.1
0	PROAKGOX1	51508	1.14.11
0	DHFR2i	15009	1.5.1.3
0	FGFTh	31131	2.1.2.2
0	FGFTm	31131	2.1.2.2
0	FOLR2_1	31103	1.5.1.3
0	FTCL	10488	6.3.3.2
0	METSm	11172	2.1.1.13
0	MTAM	34767	2.1.2.10
0	MTAM_nh4	16945	2.1.2.10
0	MTHFO	19821	1.5.1.20
0	MTHFO_nadp	19817	1.5.1.20
0	ACPS1h	12068	2.7.8.7
0	APCPT	16373	2.7.1.33
0	APNPT	22472	2.7.1.33
0	DMORh	22068	1.1.1.383
0	MTMOHT	11824	2.1.2.11
0	PBALm	10912	6.3.2.1
0	PPATDh	25249	2.2.1.6
0	GNKh	19433	2.7.1.12
0	PGLh	12556	3.1.1.31
0	TAh	17053	2.2.1.2
0	RPEh	13677	5.1.3.1
0	RPIh	14657	5.3.1.6
0	TKT1h	10508	2.2.1.1
0	TKT2h	27626	2.2.1.1
0	ANTPPT	11768	2.4.2.18
0	ATNS_nh4	21732	4.1.3.27
0	CHRS	21020	4.2.3.5
0	G3PL	14081	4.1.2.8
0	IGPS_1	23476	4.1.1.48
0	POATh	25152	2.6.1.1
0	PPOR_1	13869	1.3.1.12
0	SERH	10532	4.2.1.20
0	SKK	13121	2.7.1.71
0	TRPS2h	26434	4.2.1.122
0	SUCDHh	30343	1.3.5.1
0	ABOR	30803	1.2.1
0	PTOR	18273	1.4.3.10
0	BILIRED_1	15793	1.3.1.24
0	CHLASE	38011	3.1.1.14
0	CHLASG		2.5.1
0	CHLASP	17317	2.5.1.62
0	CHLBSP	17317	2.5.1.62
0	FCLT_1	22584	4.99.1.1
0	FERO	11148	1.16.3.1
0	GLUTRR_1	12344	1.2.1.70
0	HEMELh	22648	4.4.1.17
0	HEMEOSm_1	28070	2.5.1.-
0	MPMECY2	20541	1.14.13.81
0	PPPGO_1	25576	1.3.3.4
0	SHCHF_1	24360	4.99.1.4
0	UPP3MT_1	32459	2.1.1.107
0	UPP3S_1	18965	4.2.1.75
0	APPTh	23148	2.7.2.15
0	APPTm	23148	2.7.2.15
0	HPHL	26518	4.2.1.116
0	MCDC	18781	4.1.1.9
0	PCFPTm	28054	2.3.1
0	PCNOn	26454	1.3.1.-
0	PCPPTh	28046	2.3.1.222
0	PCPPTm	28046	2.3.1.222
0	PPACOALh	20373	6.2.1.17
0	AASPh	24152	2.7.1.25
0	AASPm	24152	2.7.1.25
0	ADATT	16577	2.7.7.53
0	ADECn	15389	4.6.1.1
0	AGPOP	30791	2.7.1.40
0	AGPOPm	30791	2.7.1.40
0	ATDAMh	23100	2.7.4.11
0	ATDAMm	23100	2.7.4.11
0	ATDGDm	27690	2.7.4.6
0	ATGDm	27686	2.7.4.6
0	ATPPHm	13065	3.6.1.15
0	DAPOP	30727	2.7.1.40
0	GDTP	13073	3.6.1.11
0	GMPS_glu_m	11680	6.3.5.2
0	GPAR	25424	2.4.2.22
0	GTPDPK_1	22088	2.7.6.5
0	GTPOPm	30295	2.7.1.40
0	GUAC	13665	4.6.1.1
0	GUACn	13665	4.6.1.1
0	GUAD_1	14665	3.5.4.3
0	HIUH	23736	3.5.2.17
0	IDPA	35207	3.6.1.5
0	IMPDm	11708	1.1.1.205
0	PPRGL	17453	6.3.4.13
0	PPRGLh	17453	6.3.4.13
0	PRAIC	10792	4.1.1.21
0	PRAICh	10792	4.1.1.21
0	PRAISh	22628	6.3.2.6
0	PRFGCL	23032	6.3.3.1
0	PRFGCLh	23032	6.3.3.1
0	UGAH	27485	3.5.3.9
0	ASPCT_1	20013	2.1.3.2
0	CDPPH	36795	3.6.1.5
0	DGTCY	16825	2.7.1.48
0	DHR	24296	3.5.2.3
0	DHROm	15441	1.3.99.11
0	DTPH		3.6.1
0	DTTUP	16825	2.7.1.48
0	HCGALm	18633	6.3.5.5
0	ITCY	16825	2.7.1.48
0	UTCY	16825	2.7.1.48
0	ACKrh	11352	2.7.2.1
0	ACKrm	11352	2.7.2.1
0	ALCDH_nadp_hi	10736	1.1.1.1
0	PFLACTm	11844	2.3.1.54
0	HYDA	17445	1.12.7.2
0	HYDAm	17445	1.12.7.2
0	CRETINOLOR2		1.1.1.-
0	CRETINOLPMTACT	11488	2.3.1.76
0	TRETINOLOR2	25033	1.1.1.-
0	TRETINOLPMTACT	38175	2.3.1.76
0	AUNOR	17845	1.1.1.193
0	ACHMSSELCYSLh	20397	2.5.1.48
0	ACSERLm	14829	2.5.1.47
0	PHOMSELCYSL		2.5.1
0	SELCYSTL		4.4.1.8
0	SUCHMSSELCYSLh	20397	2.5.1.48
0	SLDK	18737	2.7.9.3
0	SBPP3	27429	3.1.3.4
0	SGOR		1.3.99.-
0	AATHB	32675	3.2.1.28
0	UG6PGT	18889	2.4.1.15
0	UG6PGTn	18889	2.4.1.15
0	UGE	11404	5.1.3.6
0	GLPThi	12120	2.7.7.27
0	SULO	24600	1.8.3.1
0	ACONTx	10336	4.2.1.3
0	MDHf	21432	1.1.1.299
0	MDHh	21432	1.1.1.299
0	PPCKm	18617	4.1.1.49
0	MAAIn	14817	5.2.1.2
0	ALPHm	19029	3.5.1.54
0	URCB	20896	6.3.4.6
0	DHAD_3mob_h	24809	4.2.1.9
0	DHADh	27694	4.2.1.9
0	KARI_23dhmp	13493	1.1.1.86
0	DHRT_2mbcoa	18865	2.3.1.168
0	DHRT_ibcoa	18865	2.3.1.168
0	HMGL_1	24404	4.1.3.4
0	MCTC	13589	6.4.1.4
0	MOD	13457	1.2.4.4
0	MOD_3mop	13457	1.2.4.4
0	MOD_4mop	13457	1.2.4.4
0	BCTA_glu_h	18321	2.6.1.42
0	BCTAh	24801	2.6.1.42
0	PYDXO_1	30775	1.4.3
0	23CN2P2	27878	3.1.4.16
0	23CN2P3	27882	3.1.4.16
0	3NUCLE2	27890	3.1.3.6
0	ACOAD20		1.3.99.2
0	ACOAD4_1		1.1.1
0	ACODA_1	15941	3.5.1.14
0	ALCD19_L	38111	1.1.1.372
0	ALDD7	44108	
0	ARGKr	22940	2.7.3.3
0	ARGN_1	20569	3.5.3.1
0	BG_MADG		3.2.1.21
0	BTS_1	22060	2.8.1.6
0	CHOLD2	17433	1.1.99.1
0	CYSS_2	14829	2.5.1.47
0	DIPEPabc2	37271	
0	DIPEPabc9	37311	
0	ECOAH1_1	26558	4.2.1.150
0	ECOAH5_1	31075	4.2.1.17
0	ECTOINEabc	32787	
0	FACOAL180_2	33615	6.2.1.3
0	FLVR_1	19377	1.5.1.30
0	FMETTRS_1	24380	2.1.2.9
0	GALCTD_1	16005	4.2.1.42
0	GALS1	21112	3.2.1.22
0	GALS4	21112	3.2.1.22
0	GLXCBL	10136	4.1.1.47
0	GNKr	19433	2.7.1.12
0	HACD1_1	30799	1.1.1.35
0	HIBHr	20888	3.1.2.4
0	HOXPRx	18845	1.1.1
0	HSTPTr	23744	2.6.1.9
0	HXAD	30671	3.2.1.52
0	IG3PS_1	24793	2.4.2.-
0	IZPN_1	23660	3.5.2
0	LAAL36		6.3.2.28
0	MPL	21116	2.4.1.8
0	NADH4	35559	
0	NADK1	18629	2.7.1.23
0	NADK3	18629	2.7.1.23
0	NAabcO	14633#1	3.6.3.15
0	ORNTA_1	25160	2.6.1.13
0	ORNTAC_1	15349	2.3.1.35
0	PGMT_B	20113	5.4.2.6
0	PRAMPC_1	20049	3.5.4.19
0	PRFGS_1	17129	6.3.5.3
0	PROLBabc		3.6.3.32
0	RHCYS	17753	4.4.1.21
0	SALADC2	25221	4.1.1.15
0	SHCHF_2	24360	4.99.1.4
0	SHSL2	27826	2.5.1.-
0	TARTDC	13317	4.1.1.73
0	VALDHr	30763	1.4.1.23
0	ACSOMT	15573	2.1.1.4
0	ACSRTNMT	15573	2.1.1.4
0	ALCD21_D	23872	1.1.1.77
0	ALCD22_L	12785	1.1.1.21
0	GLUDym	11612	1.4.1.13
0	STS2	19873	3.1.6.2
0	STS2r	19873	3.1.6.2
0	STS3	19873	3.1.6.2
0	STS4	19873	3.1.6.2
0	UGT1A2r		2.4.1.95
0	UGT1A3r	21032	2.4.1.17
0	UGT1A4r	21032	2.4.1.17
0	UGT1A5r	21032	2.4.1.17
0	UGT1A7r	21032	2.4.1.17
0	UGT1A8r	21032	2.4.1.17
0	SK_etha_c	32747	
0	SK_ca2_c	29671	3.6.3.8
0	CA2t	29671	3.6.3.8
0	DM_nadh	12685	1.8.1.15
0	3HKYNAKGATm	65560	2.6.1.7
0	ADNK1n	20824	2.7.1.20
0	ADSKn	24152	2.7.1.25
0	AGXT2L2	34091	4
0	B3GALT3g_cho	22252	2.4.1.79
0	B3GALT43g_cho	47568	2.4.1.62
0	BILIRED2	15797	1.3.1.24
0	C40CPT1	44980	
0	CHOLESTTDe	39747	
0	CHOLESTle	36403	3.1.1.13
0	CKc_cho	17157	2.7.3.2
0	CRMPte_cho	38955	
0	CYOOm2_cho		1.9.3.1
0	CYP2R1		1.14.13.159
0	DADNKn	23452	2.7.1.145
0	DATPDPm	28334	3.6.1.19
0	DCTPDPm	22636	3.6.1.12
0	DCTPDPn	22636	3.6.1.12
0	DHDDH	34779	1.1.1.50
0	DOLDPPer	14385	3.6.1.43
0	DTMPKm	13517	2.7.4.12
0	DTTPDPn	28534	3.6.1.19
0	EX_HC00822_e	35051	
0	EX_HC02172_e	29351	
0	EX_tag_cho_e	39011	
0	EX_xolest_cho_e	39007	
0	FAOXC16Brx	21380	6.2.1.24
0	FE2DMT1	29579	
0	FEROc	11148	1.16.3.1
0	FUMAH	26168	3.7.1.20
0	FUT14g_cho	48304	2.4.1.69
0	FUT31g_cho	23628	2.4.1.65
0	FUT91g_cho	14257	2.4.1.152
0	FUT92g_cho	14257	2.4.1.152
0	FUT93g_cho	14257	2.4.1.152
0	G12MT1_cho	29523	2.4.1.131
0	GAL3ST12_cho	20613	2.8.2.11
0	GBAl_cho	13269	3.2.1.45
0	GLCNACT_cho	23380	2.4.1.141
0	GULOer	32363	1.1.3.8
0	HCO3Ee	10748	4.2.1.1
0	HMGLr	24404	4.1.3.4
0	Htm_cho	34979	
0	ILEOX	13781	1.4.3.2
0	KYNAKGATm	65560	2.6.1.7
0	LEUGLYHYc		3.4.11.1
0	METOX	13781	1.4.3.2
0	MINOHPKn	12793	2.7.4.21
0	NMNSn	16149	2.4.2.12
0	PGLYCt_cho	39743	
0	PGPP_cho	16725	
0	PHACCOAGLYACm	27850	2.3.1.13
0	PI34P3P	12316	3.1.3.64
0	PI34P4Pn_cho	17193	3.1.3.66
0	PI3P3Pn_cho	12316	3.1.3.64
0	PI3P4K_cho		2.7.1
0	PI45P3K_cho	21292	2.7.1.153
0	PI45P4P_cho	25674	3.1.3.66
0	PI4P3K_cho	18373	2.7.1.154
0	PI4P3Kn_cho	18373	2.7.1.154
0	PI4P5K_cho	14425	2.7.1.68
0	PI5P4Kn_cho	12280	2.7.1.149
0	PIK3_cho	12709	2.7.1.137
0	PIK3n_cho	12709	2.7.1.137
0	PIK4n_cho	19877	2.7.1.67
0	PIK5n_cho	44680	2.7.1.150
0	PNTOte	34975	
0	PSFLIPm_cho	38567	
0	PSSA1_cho		2.7.8
0	PS_CHOtg	38663	
0	PTPATe	19801	2.7.7.3
0	RE0066C	20365	2.1.1.103
0	RE0344M	30139	3.1.2.2
0	RE0570C	35343	1.1.1.330
0	RE0572N	39191	1.3.1.93
0	RE0574C	39195	1.1.1.330
0	RE0580R	35315	2.3.1.199
0	RE0581R	35299	1.1.1.211
0	RE0583N	35351	1.3.1
